version,nthread_per_block,nstep_per_thread,num_steps,runtime
1_3 shared memory and atomic,128,64,1000000,0.0057876482
1_4 reduction multi stage,128,64,1000000,0.00065126401
1_1 basic,128,256,1000000,0.00067788798
1_3 shared memory and atomic,128,256,1000000,0.0078981118
1_4 reduction multi stage,128,256,1000000,0.00086323202
1_1 basic,128,256,1000000,0.00075264001
1_3 shared memory and atomic,128,256,1000000,0.0066816001
1_4 reduction multi stage,128,256,1000000,0.00078438401
1_1 basic,128,256,1000000,0.00078540802
1_3 shared memory and atomic,128,256,1000000,0.0077424641
1_4 reduction multi stage,128,256,1000000,0.000766976
1_1 basic,128,256,1000000,0.00070246398
1_3 shared memory and atomic,128,256,1000000,0.008511488
1_4 reduction multi stage,128,256,1000000,0.00084991997
1_1 basic,128,256,1000000,0.00078131199
1_3 shared memory and atomic,128,256,1000000,0.0066242561
1_4 reduction multi stage,128,256,1000000,0.00076390398
1_1 basic,128,256,1000000,0.0011356159
1_3 shared memory and atomic,128,256,1000000,0.0066539521
1_4 reduction multi stage,128,256,1000000,0.00076902401
1_1 basic,128,256,1000000,0.000885728
1_3 shared memory and atomic,128,256,1000000,0.0092631044
1_4 reduction multi stage,128,256,1000000,0.00074547201
1_1 basic,128,256,1000000,0.00074956799
1_3 shared memory and atomic,128,256,1000000,0.007728128
1_4 reduction multi stage,128,256,1000000,0.000758784
1_1 basic,128,256,1000000,0.00102912
1_3 shared memory and atomic,128,256,1000000,0.0077158399
1_4 reduction multi stage,128,256,1000000,0.00082534403
1_1 basic,128,256,1000000,0.00082124799
1_3 shared memory and atomic,128,256,1000000,0.0092805119
1_4 reduction multi stage,128,256,1000000,0.00077824003
1_1 basic,128,1024,1000000,0.00098918402
1_3 shared memory and atomic,128,1024,1000000,0.011290624
1_4 reduction multi stage,128,1024,1000000,0.0011008
1_1 basic,128,1024,1000000,0.00079667199
1_3 shared memory and atomic,128,1024,1000000,0.010954752
1_4 reduction multi stage,128,1024,1000000,0.001242112
1_1 basic,128,1024,1000000,0.000954368
1_3 shared memory and atomic,128,1024,1000000,0.01120768
1_4 reduction multi stage,128,1024,1000000,0.00090214401
1_1 basic,128,1024,1000000,0.00081612802
1_3 shared memory and atomic,128,1024,1000000,0.010811392
1_4 reduction multi stage,128,1024,1000000,0.001014784
1_1 basic,128,1024,1000000,0.000923648
1_3 shared memory and atomic,128,1024,1000000,0.0098375683
1_4 reduction multi stage,128,1024,1000000,0.001161216
1_1 basic,128,1024,1000000,0.001076224
1_3 shared memory and atomic,128,1024,1000000,0.012384256
1_4 reduction multi stage,128,1024,1000000,0.0022353921
1_1 basic,128,1024,1000000,0.0012728
1_3 shared memory and atomic,128,1024,1000000,0.010814464
1_4 reduction multi stage,128,1024,1000000,0.001220608
1_1 basic,128,1024,1000000,0.001094656
1_3 shared memory and atomic,128,1024,1000000,0.011006976
1_4 reduction multi stage,128,1024,1000000,0.0018176
1_1 basic,128,1024,1000000,0.00084991997
1_3 shared memory and atomic,128,1024,1000000,0.011094016
1_4 reduction multi stage,128,1024,1000000,0.00098816001
1_1 basic,128,1024,1000000,0.0022466559
1_3 shared memory and atomic,128,1024,1000000,0.011032576
1_4 reduction multi stage,128,1024,1000000,0.00095129597
1_1 basic,256,1,1000000,0.0026859519
1_3 shared memory and atomic,256,1,1000000,0.01117696
1_4 reduction multi stage,256,1,1000000,0.001020928
1_1 basic,256,1,1000000,0.0025855999
1_3 shared memory and atomic,256,1,1000000,0.009860096
1_4 reduction multi stage,256,1,1000000,0.00052838397
1_1 basic,256,1,1000000,0.002694144
1_3 shared memory and atomic,256,1,1000000,0.01087488
1_4 reduction multi stage,256,1,1000000,0.00097280002
1_1 basic,256,1,1000000,0.0027033601
1_3 shared memory and atomic,256,1,1000000,0.011060224
1_4 reduction multi stage,256,1,1000000,0.00092979199
1_1 basic,256,1,1000000,0.002945024
1_3 shared memory and atomic,256,1,1000000,0.010972128
1_4 reduction multi stage,256,1,1000000,0.000955392
1_1 basic,256,1,1000000,0.0025845759
1_3 shared memory and atomic,256,1,1000000,0.01084416
1_4 reduction multi stage,256,1,1000000,0.000986112
1_1 basic,256,1,1000000,0.00260096
1_3 shared memory and atomic,256,1,1000000,0.010901504
1_4 reduction multi stage,256,1,1000000,0.001016832
1_1 basic,256,1,1000000,0.002542592
1_3 shared memory and atomic,256,1,1000000,0.0098344955
1_4 reduction multi stage,256,1,1000000,0.001060864
1_1 basic,256,1,1000000,0.0027361281
1_3 shared memory and atomic,256,1,1000000,0.0094545918
1_4 reduction multi stage,256,1,1000000,0.00091648
1_1 basic,256,1,1000000,0.0027146239
1_3 shared memory and atomic,256,1,1000000,0.010149888
1_4 reduction multi stage,256,1,1000000,0.002166784
1_1 basic,256,64,1000000,0.00072396803
1_3 shared memory and atomic,256,64,1000000,0.016520191
1_4 reduction multi stage,256,64,1000000,0.00091340798
1_1 basic,256,64,1000000,0.00063590401
1_3 shared memory and atomic,256,64,1000000,0.01636352
1_4 reduction multi stage,256,64,1000000,0.00068710399
1_1 basic,256,64,1000000,0.00080281597
1_3 shared memory and atomic,256,64,1000000,0.013060096
1_4 reduction multi stage,256,64,1000000,0.00084377599
1_1 basic,256,64,1000000,0.00069427198
1_3 shared memory and atomic,256,64,1000000,0.016109568
1_4 reduction multi stage,256,64,1000000,0.00087244803
1_1 basic,256,64,1000000,0.00072192001
1_3 shared memory and atomic,256,64,1000000,0.013638656
1_4 reduction multi stage,256,64,1000000,0.00082022399
1_1 basic,256,64,1000000,0.000382976
1_3 shared memory and atomic,256,64,1000000,0.01458688
1_4 reduction multi stage,256,64,1000000,0.00084070402
1_1 basic,256,64,1000000,0.00077721602
1_3 shared memory and atomic,256,64,1000000,0.015878144
1_4 reduction multi stage,256,64,1000000,0.00076083201
1_1 basic,256,64,1000000,0.000610304
1_3 shared memory and atomic,256,64,1000000,0.015025152
1_4 reduction multi stage,256,64,1000000,0.00067481601
1_1 basic,256,64,1000000,0.00082432002
1_3 shared memory and atomic,256,64,1000000,0.01337344
1_4 reduction multi stage,256,64,1000000,0.001117184
1_1 basic,256,64,1000000,0.00120832
1_3 shared memory and atomic,256,64,1000000,0.014829568
1_4 reduction multi stage,256,64,1000000,0.001083392
1_1 basic,256,256,1000000,0.000970752
1_3 shared memory and atomic,256,256,1000000,0.020356096
1_4 reduction multi stage,256,256,1000000,0.001024
1_1 basic,256,256,1000000,0.000758784
1_3 shared memory and atomic,256,256,1000000,0.019073025
1_4 reduction multi stage,256,256,1000000,0.00087040001
1_1 basic,256,256,1000000,0.00076595199
1_3 shared memory and atomic,256,256,1000000,0.018794497
1_4 reduction multi stage,256,256,1000000,0.00074444801
1_1 basic,256,256,1000000,0.00092159998
1_3 shared memory and atomic,256,256,1000000,0.020045824
1_4 reduction multi stage,256,256,1000000,0.001173504
1_1 basic,256,256,1000000,0.001814528
1_3 shared memory and atomic,256,256,1000000,0.02055168
1_4 reduction multi stage,256,256,1000000,0.000782336
1_1 basic,256,256,1000000,0.00077107197
1_3 shared memory and atomic,256,256,1000000,0.020370432
1_4 reduction multi stage,256,256,1000000,0.00071782398
1_1 basic,256,256,1000000,0.00072601599
1_3 shared memory and atomic,256,256,1000000,0.018671616
1_4 reduction multi stage,256,256,1000000,0.000485376
1_1 basic,256,256,1000000,0.00062771201
1_3 shared memory and atomic,256,256,1000000,0.019940351
1_4 reduction multi stage,256,256,1000000,0.00074137598
1_1 basic,256,256,1000000,0.00093286401
1_3 shared memory and atomic,256,256,1000000,0.018810881
1_4 reduction multi stage,256,256,1000000,0.00077311999
1_1 basic,256,256,1000000,0.00070860797
1_3 shared memory and atomic,256,256,1000000,0.01875968
1_4 reduction multi stage,256,256,1000000,0.001655808
1_1 basic,256,1024,1000000,0.001086464
1_3 shared memory and atomic,256,1024,1000000,0.037577728
1_4 reduction multi stage,256,1024,1000000,0.0015872
1_1 basic,256,1024,1000000,0.002125824
1_3 shared memory and atomic,256,1024,1000000,0.03680051
1_4 reduction multi stage,256,1024,1000000,0.00099635202
1_1 basic,256,1024,1000000,0.001122304
1_3 shared memory and atomic,256,1024,1000000,0.035978241
1_4 reduction multi stage,256,1024,1000000,0.0011499521
1_1 basic,256,1024,1000000,0.00095948797
1_3 shared memory and atomic,256,1024,1000000,0.036874241
1_4 reduction multi stage,256,1024,1000000,0.001486848
1_1 basic,256,1024,1000000,0.001000448
1_3 shared memory and atomic,256,1024,1000000,0.036784126
1_4 reduction multi stage,256,1024,1000000,0.001195008
1_1 basic,256,1024,1000000,0.001129472
1_3 shared memory and atomic,256,1024,1000000,0.034998272
1_4 reduction multi stage,256,1024,1000000,0.001097728
1_1 basic,256,1024,1000000,0.001297408
1_3 shared memory and atomic,256,1024,1000000,0.035564545
1_4 reduction multi stage,256,1024,1000000,0.001302528
1_1 basic,256,1024,1000000,0.00102912
1_3 shared memory and atomic,256,1024,1000000,0.03571917
1_4 reduction multi stage,256,1024,1000000,0.001781792
1_1 basic,256,1024,1000000,0.001007616
1_3 shared memory and atomic,256,1024,1000000,0.037005314
1_4 reduction multi stage,256,1024,1000000,0.001097728
1_1 basic,256,1024,1000000,0.00129024
1_3 shared memory and atomic,256,1024,1000000,0.035581951
1_4 reduction multi stage,256,1024,1000000,0.0011970561
1_1 basic,1,1,10000000,0.12868605
1_3 shared memory and atomic,1,1,10000000,0.11410637
1_4 reduction multi stage,1,1,10000000,0.12339405
1_1 basic,1,1,10000000,0.0987136
1_3 shared memory and atomic,1,1,10000000,0.11504538
1_4 reduction multi stage,1,1,10000000,0.12367052
1_1 basic,1,1,10000000,0.097336319
1_3 shared memory and atomic,1,1,10000000,0.11707187
1_4 reduction multi stage,1,1,10000000,0.12313395
1_1 basic,1,1,10000000,0.099089409
1_3 shared memory and atomic,1,1,10000000,0.11833651
1_4 reduction multi stage,1,1,10000000,0.12405248
1_1 basic,1,1,10000000,0.10051379
1_3 shared memory and atomic,1,1,10000000,0.11294413
1_4 reduction multi stage,1,1,10000000,0.12331622
1_1 basic,1,1,10000000,0.09850061
1_3 shared memory and atomic,1,1,10000000,0.11663258
1_4 reduction multi stage,1,1,10000000,0.12275507
1_1 basic,1,1,10000000,0.097701889
1_3 shared memory and atomic,1,1,10000000,0.11770266
1_4 reduction multi stage,1,1,10000000,0.12438119
1_1 basic,1,1,10000000,0.099521538
1_3 shared memory and atomic,1,1,10000000,0.1170176
1_4 reduction multi stage,1,1,10000000,0.1247703
1_1 basic,1,1,10000000,0.098866173
1_3 shared memory and atomic,1,1,10000000,0.11590759
1_4 reduction multi stage,1,1,10000000,0.12363673
1_1 basic,1,1,10000000,0.099612671
1_3 shared memory and atomic,1,1,10000000,0.11436032
1_4 reduction multi stage,1,1,10000000,0.124032
1_1 basic,1,64,10000000,0.064823296
1_3 shared memory and atomic,1,64,10000000,0.067258369
1_4 reduction multi stage,1,64,10000000,0.074307587
1_1 basic,1,64,10000000,0.078287872
1_3 shared memory and atomic,1,64,10000000,0.077793282
1_4 reduction multi stage,1,64,10000000,0.089200638
1_1 basic,1,64,10000000,0.076950531
1_3 shared memory and atomic,1,64,10000000,0.079988739
1_4 reduction multi stage,1,64,10000000,0.089387009
1_1 basic,1,64,10000000,0.077821953
1_3 shared memory and atomic,1,64,10000000,0.080189438
1_4 reduction multi stage,1,64,10000000,0.08810701
1_1 basic,1,64,10000000,0.076139519
1_3 shared memory and atomic,1,64,10000000,0.080260094
1_4 reduction multi stage,1,64,10000000,0.089683968
1_1 basic,1,64,10000000,0.078067711
1_3 shared memory and atomic,1,64,10000000,0.088357887
1_4 reduction multi stage,1,64,10000000,0.099125252
1_1 basic,1,64,10000000,0.079585281
1_3 shared memory and atomic,1,64,10000000,0.082108414
1_4 reduction multi stage,1,64,10000000,0.09128141
1_1 basic,1,64,10000000,0.079682564
1_3 shared memory and atomic,1,64,10000000,0.081759232
1_4 reduction multi stage,1,64,10000000,0.090200066
1_1 basic,1,64,10000000,0.079687683
1_3 shared memory and atomic,1,64,10000000,0.081781761
1_4 reduction multi stage,1,64,10000000,0.090568703
1_1 basic,1,64,10000000,0.079810562
1_3 shared memory and atomic,1,64,10000000,0.082158592
1_4 reduction multi stage,1,64,10000000,0.091448318
1_1 basic,1,256,10000000,0.077798401
1_3 shared memory and atomic,1,256,10000000,0.079972351
1_4 reduction multi stage,1,256,10000000,0.089194496
1_1 basic,1,256,10000000,0.076634109
1_3 shared memory and atomic,1,256,10000000,0.08052224
1_4 reduction multi stage,1,256,10000000,0.090388481
1_1 basic,1,256,10000000,0.078888962
1_3 shared memory and atomic,1,256,10000000,0.080821251
1_4 reduction multi stage,1,256,10000000,0.088718338
1_1 basic,1,256,10000000,0.078017532
1_3 shared memory and atomic,1,256,10000000,0.080488449
1_4 reduction multi stage,1,256,10000000,0.090609665
1_1 basic,1,256,10000000,0.078326782
1_3 shared memory and atomic,1,256,10000000,0.079222786
1_4 reduction multi stage,1,256,10000000,0.088538109
1_1 basic,1,256,10000000,0.078654465
1_3 shared memory and atomic,1,256,10000000,0.080367615
1_4 reduction multi stage,1,256,10000000,0.088718979
1_1 basic,1,256,10000000,0.078471169
1_3 shared memory and atomic,1,256,10000000,0.080685059
1_4 reduction multi stage,1,256,10000000,0.089092094
1_1 basic,1,256,10000000,0.079175682
1_3 shared memory and atomic,1,256,10000000,0.078003197
1_4 reduction multi stage,1,256,10000000,0.090545151
1_1 basic,1,256,10000000,0.077265923
1_3 shared memory and atomic,1,256,10000000,0.080424957
1_4 reduction multi stage,1,256,10000000,0.090173439
1_1 basic,1,256,10000000,0.077313026
1_3 shared memory and atomic,1,256,10000000,0.080430077
1_4 reduction multi stage,1,256,10000000,0.088352768
1_1 basic,1,1024,10000000,0.07876915
1_3 shared memory and atomic,1,1024,10000000,0.080894974
1_4 reduction multi stage,1,1024,10000000,0.092126205
1_1 basic,1,1024,10000000,0.078736382
1_3 shared memory and atomic,1,1024,10000000,0.081301506
1_4 reduction multi stage,1,1024,10000000,0.090910721
1_1 basic,1,1024,10000000,0.079064064
1_3 shared memory and atomic,1,1024,10000000,0.081244164
1_4 reduction multi stage,1,1024,10000000,0.08991539
1_1 basic,1,1024,10000000,0.078754814
1_3 shared memory and atomic,1,1024,10000000,0.080963585
1_4 reduction multi stage,1,1024,10000000,0.090594307
1_1 basic,1,1024,10000000,0.07809536
1_3 shared memory and atomic,1,1024,10000000,0.079664131
1_4 reduction multi stage,1,1024,10000000,0.089749504
1_1 basic,1,1024,10000000,0.076210175
1_3 shared memory and atomic,1,1024,10000000,0.08125235
1_4 reduction multi stage,1,1024,10000000,0.091361282
1_1 basic,1,1024,10000000,0.076101631
1_3 shared memory and atomic,1,1024,10000000,0.080884735
1_4 reduction multi stage,1,1024,10000000,0.091976707
1_1 basic,1,1024,10000000,0.078007294
1_3 shared memory and atomic,1,1024,10000000,0.080896004
1_4 reduction multi stage,1,1024,10000000,0.092964867
1_1 basic,1,1024,10000000,0.079555588
1_3 shared memory and atomic,1,1024,10000000,0.081632256
1_4 reduction multi stage,1,1024,10000000,0.090006531
1_1 basic,1,1024,10000000,0.078892029
1_3 shared memory and atomic,1,1024,10000000,0.080861183
1_4 reduction multi stage,1,1024,10000000,0.089278465
1_1 basic,32,1,10000000,0.023332865
1_3 shared memory and atomic,32,1,10000000,0.015314944
1_4 reduction multi stage,32,1,10000000,0.006076416
1_1 basic,32,1,10000000,0.024312832
1_3 shared memory and atomic,32,1,10000000,0.017204224
1_4 reduction multi stage,32,1,10000000,0.0051415038
1_1 basic,32,1,10000000,0.023483393
1_3 shared memory and atomic,32,1,10000000,0.01485312
1_4 reduction multi stage,32,1,10000000,0.00526336
1_1 basic,32,1,10000000,0.023980032
1_3 shared memory and atomic,32,1,10000000,0.01932288
1_4 reduction multi stage,32,1,10000000,0.0085903358
1_1 basic,32,1,10000000,0.024578049
1_3 shared memory and atomic,32,1,10000000,0.020163584
1_4 reduction multi stage,32,1,10000000,0.005547008
1_1 basic,32,1,10000000,0.025510912
1_3 shared memory and atomic,32,1,10000000,0.018747393
1_4 reduction multi stage,32,1,10000000,0.0057958398
1_1 basic,32,1,10000000,0.024983553
1_3 shared memory and atomic,32,1,10000000,0.018864128
1_4 reduction multi stage,32,1,10000000,0.0054886398
1_1 basic,32,1,10000000,0.025257984
1_3 shared memory and atomic,32,1,10000000,0.019373056
1_4 reduction multi stage,32,1,10000000,0.0057190399
1_1 basic,32,1,10000000,0.024857599
1_3 shared memory and atomic,32,1,10000000,0.02043392
1_4 reduction multi stage,32,1,10000000,0.0054691839
1_1 basic,32,1,10000000,0.024839169
1_3 shared memory and atomic,32,1,10000000,0.017620993
1_4 reduction multi stage,32,1,10000000,0.0067205119
1_1 basic,32,64,10000000,0.0027904
1_3 shared memory and atomic,32,64,10000000,0.016641024
1_4 reduction multi stage,32,64,10000000,0.0032737279
1_1 basic,32,64,10000000,0.0038307841
1_3 shared memory and atomic,32,64,10000000,0.01675264
1_4 reduction multi stage,32,64,10000000,0.0045004802
1_1 basic,32,64,10000000,0.003605504
1_3 shared memory and atomic,32,64,10000000,0.015405056
1_4 reduction multi stage,32,64,10000000,0.00326144
1_1 basic,32,64,10000000,0.0040796161
1_3 shared memory and atomic,32,64,10000000,0.01674752
1_4 reduction multi stage,32,64,10000000,0.0044001279
1_1 basic,32,64,10000000,0.002884608
1_3 shared memory and atomic,32,64,10000000,0.017856512
1_4 reduction multi stage,32,64,10000000,0.0036536319
1_1 basic,32,64,10000000,0.003032064
1_3 shared memory and atomic,32,64,10000000,0.015413248
1_4 reduction multi stage,32,64,10000000,0.003129344
1_1 basic,32,64,10000000,0.0027463679
1_3 shared memory and atomic,32,64,10000000,0.01788928
1_4 reduction multi stage,32,64,10000000,0.0032481279
1_1 basic,32,64,10000000,0.0024258561
1_3 shared memory and atomic,32,64,10000000,0.016613377
1_4 reduction multi stage,32,64,10000000,0.0032
1_1 basic,32,64,10000000,0.0042485762
1_3 shared memory and atomic,32,64,10000000,0.016420864
1_4 reduction multi stage,32,64,10000000,0.0032
1_1 basic,32,64,10000000,0.00396592
1_3 shared memory and atomic,32,64,10000000,0.016456703
1_4 reduction multi stage,32,64,10000000,0.0031221759
1_1 basic,32,256,10000000,0.002912256
1_3 shared memory and atomic,32,256,10000000,0.016923649
1_4 reduction multi stage,32,256,10000000,0.0028579841
1_1 basic,32,256,10000000,0.0042475519
1_3 shared memory and atomic,32,256,10000000,0.019495935
1_4 reduction multi stage,32,256,10000000,0.00326144
1_1 basic,32,256,10000000,0.00294912
1_3 shared memory and atomic,32,256,10000000,0.016957439
1_4 reduction multi stage,32,256,10000000,0.003383296
1_1 basic,32,256,10000000,0.00290816
1_3 shared memory and atomic,32,256,10000000,0.017123297
1_4 reduction multi stage,32,256,10000000,0.0044359679
1_1 basic,32,256,10000000,0.003293184
1_3 shared memory and atomic,32,256,10000000,0.015755264
1_4 reduction multi stage,32,256,10000000,0.0047370238
1_1 basic,32,256,10000000,0.002786304
1_3 shared memory and atomic,32,256,10000000,0.01891328
1_4 reduction multi stage,32,256,10000000,0.0034672639
1_1 basic,32,256,10000000,0.0042403841
1_3 shared memory and atomic,32,256,10000000,0.017412096
1_4 reduction multi stage,32,256,10000000,0.0044032001
1_1 basic,32,256,10000000,0.002874368
1_3 shared memory and atomic,32,256,10000000,0.017318913
1_4 reduction multi stage,32,256,10000000,0.0042997761
1_1 basic,32,256,10000000,0.004139008
1_3 shared memory and atomic,32,256,10000000,0.018581505
1_4 reduction multi stage,32,256,10000000,0.0032348161
1_1 basic,32,256,10000000,0.004170752
1_3 shared memory and atomic,32,256,10000000,0.018833408
1_4 reduction multi stage,32,256,10000000,0.0032440319
1_1 basic,32,1024,10000000,0.0030453761
1_3 shared memory and atomic,32,1024,10000000,0.016883713
1_4 reduction multi stage,32,1024,10000000,0.003442688
1_1 basic,32,1024,10000000,0.002904032
1_3 shared memory and atomic,32,1024,10000000,0.019455999
1_4 reduction multi stage,32,1024,10000000,0.0033003521
1_1 basic,32,1024,10000000,0.0029030399
1_3 shared memory and atomic,32,1024,10000000,0.018817057
1_4 reduction multi stage,32,1024,10000000,0.003291136
1_1 basic,32,1024,10000000,0.002844672
1_3 shared memory and atomic,32,1024,10000000,0.016946177
1_4 reduction multi stage,32,1024,10000000,0.0032767999
1_1 basic,32,1024,10000000,0.0040284162
1_3 shared memory and atomic,32,1024,10000000,0.016996351
1_4 reduction multi stage,32,1024,10000000,0.0031836159
1_1 basic,32,1024,10000000,0.002968576
1_3 shared memory and atomic,32,1024,10000000,0.019051519
1_4 reduction multi stage,32,1024,10000000,0.0043919358
1_1 basic,32,1024,10000000,0.0030853119
1_3 shared memory and atomic,32,1024,10000000,0.01829888
1_4 reduction multi stage,32,1024,10000000,0.0030208001
1_1 basic,32,1024,10000000,0.002875392
1_3 shared memory and atomic,32,1024,10000000,0.016961536
1_4 reduction multi stage,32,1024,10000000,0.0033710079
1_1 basic,32,1024,10000000,0.0032153599
1_3 shared memory and atomic,32,1024,10000000,0.018373632
1_4 reduction multi stage,32,1024,10000000,0.0031856639
1_1 basic,32,1024,10000000,0.002844672
1_3 shared memory and atomic,32,1024,10000000,0.018284544
1_4 reduction multi stage,32,1024,10000000,0.0032634881
1_1 basic,64,1,10000000,0.024973312
1_3 shared memory and atomic,64,1,10000000,0.029106176
1_4 reduction multi stage,64,1,10000000,0.006605824
1_1 basic,64,1,10000000,0.025050144
1_3 shared memory and atomic,64,1,10000000,0.028323839
1_4 reduction multi stage,64,1,10000000,0.0055203838
1_1 basic,64,1,10000000,0.026237951
1_3 shared memory and atomic,64,1,10000000,0.028717089
1_4 reduction multi stage,64,1,10000000,0.0053340158
1_1 basic,64,1,10000000,0.026204161
1_3 shared memory and atomic,64,1,10000000,0.028725248
1_4 reduction multi stage,64,1,10000000,0.006326272
1_1 basic,64,1,10000000,0.024754175
1_3 shared memory and atomic,64,1,10000000,0.02867712
1_4 reduction multi stage,64,1,10000000,0.0053063359
1_1 basic,64,1,10000000,0.025042944
1_3 shared memory and atomic,64,1,10000000,0.027162624
1_4 reduction multi stage,64,1,10000000,0.0053084159
1_1 basic,64,1,10000000,0.0250368
1_3 shared memory and atomic,64,1,10000000,0.028696575
1_4 reduction multi stage,64,1,10000000,0.0060887041
1_1 basic,64,1,10000000,0.023755775
1_3 shared memory and atomic,64,1,10000000,0.029746176
1_4 reduction multi stage,64,1,10000000,0.0064061441
1_1 basic,64,1,10000000,0.025240576
1_3 shared memory and atomic,64,1,10000000,0.029681664
1_4 reduction multi stage,64,1,10000000,0.0051712322
1_1 basic,64,1,10000000,0.024984575
1_3 shared memory and atomic,64,1,10000000,0.028713984
1_4 reduction multi stage,64,1,10000000,0.006351872
1_1 basic,64,64,10000000,0.003073024
1_3 shared memory and atomic,64,64,10000000,0.031269888
1_4 reduction multi stage,64,64,10000000,0.0035153921
1_1 basic,64,64,10000000,0.002824192
1_3 shared memory and atomic,64,64,10000000,0.030466047
1_4 reduction multi stage,64,64,10000000,0.003254272
1_1 basic,64,64,10000000,0.004097024
1_3 shared memory and atomic,64,64,10000000,0.030788609
1_4 reduction multi stage,64,64,10000000,0.0032143359
1_1 basic,64,64,10000000,0.0042270718
1_3 shared memory and atomic,64,64,10000000,0.02963456
1_4 reduction multi stage,64,64,10000000,0.003254272
1_1 basic,64,64,10000000,0.0028272641
1_3 shared memory and atomic,64,64,10000000,0.029420544
1_4 reduction multi stage,64,64,10000000,0.0032368641
1_1 basic,64,64,10000000,0.0029724159
1_3 shared memory and atomic,64,64,10000000,0.029607937
1_4 reduction multi stage,64,64,10000000,0.003099648
1_1 basic,64,64,10000000,0.002722816
1_3 shared memory and atomic,64,64,10000000,0.030977024
1_4 reduction multi stage,64,64,10000000,0.003531776
1_1 basic,64,64,10000000,0.002818048
1_3 shared memory and atomic,64,64,10000000,0.029668352
1_4 reduction multi stage,64,64,10000000,0.0031385601
1_1 basic,64,64,10000000,0.002694144
1_3 shared memory and atomic,64,64,10000000,0.031142912
1_4 reduction multi stage,64,64,10000000,0.0030822401
1_1 basic,64,64,10000000,0.0049377279
1_3 shared memory and atomic,64,64,10000000,0.030920704
1_4 reduction multi stage,64,64,10000000,0.0031518719
1_1 basic,64,256,10000000,0.0028467519
1_3 shared memory and atomic,64,256,10000000,0.029556736
1_4 reduction multi stage,64,256,10000000,0.00323072
1_1 basic,64,256,10000000,0.0039987199
1_3 shared memory and atomic,64,256,10000000,0.029794304
1_4 reduction multi stage,64,256,10000000,0.0043386879
1_1 basic,64,256,10000000,0.0028415999
1_3 shared memory and atomic,64,256,10000000,0.029412352
1_4 reduction multi stage,64,256,10000000,0.0032665601
1_1 basic,64,256,10000000,0.00294912
1_3 shared memory and atomic,64,256,10000000,0.029357088
1_4 reduction multi stage,64,256,10000000,0.003250176
1_1 basic,64,256,10000000,0.002946048
1_3 shared memory and atomic,64,256,10000000,0.031647743
1_4 reduction multi stage,64,256,10000000,0.0045045762
1_1 basic,64,256,10000000,0.002946048
1_3 shared memory and atomic,64,256,10000000,0.029350912
1_4 reduction multi stage,64,256,10000000,0.0028610561
1_1 basic,64,256,10000000,0.002915328
1_3 shared memory and atomic,64,256,10000000,0.029284351
1_4 reduction multi stage,64,256,10000000,0.003224576
1_1 basic,64,256,10000000,0.0038092799
1_3 shared memory and atomic,64,256,10000000,0.031192064
1_4 reduction multi stage,64,256,10000000,0.004666368
1_1 basic,64,256,10000000,0.0028600321
1_3 shared memory and atomic,64,256,10000000,0.029336576
1_4 reduction multi stage,64,256,10000000,0.0041451521
1_1 basic,64,256,10000000,0.002796576
1_3 shared memory and atomic,64,256,10000000,0.029683712
1_4 reduction multi stage,64,256,10000000,0.003192832
1_1 basic,64,1024,10000000,0.003067904
1_3 shared memory and atomic,64,1024,10000000,0.030546944
1_4 reduction multi stage,64,1024,10000000,0.0032378881
1_1 basic,64,1024,10000000,0.0028600321
1_3 shared memory and atomic,64,1024,10000000,0.031412224
1_4 reduction multi stage,64,1024,10000000,0.003289088
1_1 basic,64,1024,10000000,0.002911232
1_3 shared memory and atomic,64,1024,10000000,0.030388224
1_4 reduction multi stage,64,1024,10000000,0.0033310721
1_1 basic,64,1024,10000000,0.0028303361
1_3 shared memory and atomic,64,1024,10000000,0.030603264
1_4 reduction multi stage,64,1024,10000000,0.0043038721
1_1 basic,64,1024,10000000,0.0028405759
1_3 shared memory and atomic,64,1024,10000000,0.031492096
1_4 reduction multi stage,64,1024,10000000,0.003252224
1_1 basic,64,1024,10000000,0.00412672
1_3 shared memory and atomic,64,1024,10000000,0.031518721
1_4 reduction multi stage,64,1024,10000000,0.0037119999
1_1 basic,64,1024,10000000,0.0041953282
1_3 shared memory and atomic,64,1024,10000000,0.031478785
1_4 reduction multi stage,64,1024,10000000,0.003167232
1_1 basic,64,1024,10000000,0.002853888
1_3 shared memory and atomic,64,1024,10000000,0.031438848
1_4 reduction multi stage,64,1024,10000000,0.0032512
1_1 basic,64,1024,10000000,0.0030453761
1_3 shared memory and atomic,64,1024,10000000,0.031371264
1_4 reduction multi stage,64,1024,10000000,0.003315712
1_1 basic,64,1024,10000000,0.0039915521
1_3 shared memory and atomic,64,1024,10000000,0.03172864
1_4 reduction multi stage,64,1024,10000000,0.0042608638
1_1 basic,128,1,10000000,0.023667711
1_3 shared memory and atomic,128,1,10000000,0.055787521
1_4 reduction multi stage,128,1,10000000,0.0053811202
1_1 basic,128,1,10000000,0.024421375
1_3 shared memory and atomic,128,1,10000000,0.055341057
1_4 reduction multi stage,128,1,10000000,0.0052858882
1_1 basic,128,1,10000000,0.024364033
1_3 shared memory and atomic,128,1,10000000,0.055170048
1_4 reduction multi stage,128,1,10000000,0.005733376
1_1 basic,128,1,10000000,0.026313728
1_3 shared memory and atomic,128,1,10000000,0.055461887
