version,nthread_per_block,nstep_per_thread,num_steps,runtime
1_1 basic,1,1,100,0.00031846401
1_3 shared memory and atomic,1,1,100,0.00058982402
1_4 reduction multi stage,1,1,100,0.00049049601
1_1 basic,1,1,100,0.00046387199
1_3 shared memory and atomic,1,1,100,0.00059801602
1_4 reduction multi stage,1,1,100,0.00044339201
1_1 basic,1,1,100,0.00050176001
1_3 shared memory and atomic,1,1,100,0.000375808
1_4 reduction multi stage,1,1,100,0.000101376
1_1 basic,1,1,100,0.00039833599
1_3 shared memory and atomic,1,1,100,0.00044748801
1_4 reduction multi stage,1,1,100,0.00026419199
1_1 basic,1,1,100,0.000328704
1_3 shared memory and atomic,1,1,100,0.00053248
1_4 reduction multi stage,1,1,100,0.00041472
1_1 basic,1,1,100,0.00039628801
1_3 shared memory and atomic,1,1,100,0.00045568001
1_4 reduction multi stage,1,1,100,0.00069120002
1_1 basic,1,1,100,0.00045260799
1_3 shared memory and atomic,1,1,100,0.00043929601
1_4 reduction multi stage,1,1,100,0.00078643203
1_1 basic,1,1,100,0.00046079999
1_3 shared memory and atomic,1,1,100,0.00041164801
1_4 reduction multi stage,1,1,100,0.000309248
1_1 basic,1,1,100,0.000395264
1_3 shared memory and atomic,1,1,100,0.00039936
1_4 reduction multi stage,1,1,100,0.00056524801
1_1 basic,1,1,100,0.000324608
1_3 shared memory and atomic,1,1,100,0.000375808
1_4 reduction multi stage,1,1,100,0.00084070402
1_1 basic,1,64,100,0.000556032
1_3 shared memory and atomic,1,64,100,0.00043212801
1_4 reduction multi stage,1,64,100,0.00055398399
1_1 basic,1,64,100,0.00042188799
1_3 shared memory and atomic,1,64,100,0.000387072
1_4 reduction multi stage,1,64,100,0.00045875201
1_1 basic,1,64,100,0.00044851199
1_3 shared memory and atomic,1,64,100,0.00048025599
1_4 reduction multi stage,1,64,100,0.00052633601
1_1 basic,1,64,100,0.00072089601
1_3 shared memory and atomic,1,64,100,0.00047923201
1_4 reduction multi stage,1,64,100,0.00052531201
1_1 basic,1,64,100,0.000418816
1_3 shared memory and atomic,1,64,100,0.00039423999
1_4 reduction multi stage,1,64,100,0.00063283199
1_1 basic,1,64,100,0.000453632
1_3 shared memory and atomic,1,64,100,0.000672768
1_4 reduction multi stage,1,64,100,0.000564224
1_1 basic,1,64,100,0.000425984
1_3 shared memory and atomic,1,64,100,0.00050278401
1_4 reduction multi stage,1,64,100,0.00095846403
1_1 basic,1,64,100,0.00039731199
1_3 shared memory and atomic,1,64,100,0.000438272
1_4 reduction multi stage,1,64,100,0.001255424
1_1 basic,1,64,100,0.00058163202
1_3 shared memory and atomic,1,64,100,0.000395264
1_4 reduction multi stage,1,64,100,0.000497664
1_1 basic,1,64,100,0.001012736
1_3 shared memory and atomic,1,64,100,0.00032972801
1_4 reduction multi stage,1,64,100,0.00061542398
1_1 basic,1,256,100,0.00046899199
1_3 shared memory and atomic,1,256,100,0.00041779199
1_4 reduction multi stage,1,256,100,0.00050380802
1_1 basic,1,256,100,0.000426976
1_3 shared memory and atomic,1,256,100,0.000427008
1_4 reduction multi stage,1,256,100,0.000391168
1_1 basic,1,256,100,0.00049664
1_3 shared memory and atomic,1,256,100,0.00046387199
1_4 reduction multi stage,1,256,100,0.00056115198
1_1 basic,1,256,100,0.00046489599
1_3 shared memory and atomic,1,256,100,0.00046079999
1_4 reduction multi stage,1,256,100,0.00056831998
1_1 basic,1,256,100,0.00014848
1_3 shared memory and atomic,1,256,100,0.00054476798
1_4 reduction multi stage,1,256,100,0.00085196799
1_1 basic,1,256,100,0.00070860797
1_3 shared memory and atomic,1,256,100,0.00064307201
1_4 reduction multi stage,1,256,100,0.00043622401
1_1 basic,1,256,100,0.00052838397
1_3 shared memory and atomic,1,256,100,0.00046287999
1_4 reduction multi stage,1,256,100,0.000603136
1_1 basic,1,256,100,0.00043724799
1_3 shared memory and atomic,1,256,100,0.00069632
1_4 reduction multi stage,1,256,100,0.00045977601
1_1 basic,1,256,100,0.000571392
1_3 shared memory and atomic,1,256,100,0.00053862399
1_4 reduction multi stage,1,256,100,0.000425984
1_1 basic,1,256,100,0.00057548797
1_3 shared memory and atomic,1,256,100,0.00043008
1_4 reduction multi stage,1,256,100,0.00070656002
1_1 basic,1,1024,100,0.00049049601
1_3 shared memory and atomic,1,1024,100,0.00042495999
1_4 reduction multi stage,1,1024,100,0.00069120002
1_1 basic,1,1024,100,0.00068096
1_3 shared memory and atomic,1,1024,100,0.00063488001
1_4 reduction multi stage,1,1024,100,0.00048435199
1_1 basic,1,1024,100,0.00041779199
1_3 shared memory and atomic,1,1024,100,0.00063180798
1_4 reduction multi stage,1,1024,100,0.00060825598
1_1 basic,1,1024,100,0.00066048002
1_3 shared memory and atomic,1,1024,100,0.00050687999
1_4 reduction multi stage,1,1024,100,0.00053452802
1_1 basic,1,1024,100,0.00048742399
1_3 shared memory and atomic,1,1024,100,0.00046387199
1_4 reduction multi stage,1,1024,100,0.00056934398
1_1 basic,1,1024,100,0.00040550399
1_3 shared memory and atomic,1,1024,100,0.00064819199
1_4 reduction multi stage,1,1024,100,0.00091443199
1_1 basic,1,1024,100,0.00043008
1_3 shared memory and atomic,1,1024,100,0.00050790399
1_4 reduction multi stage,1,1024,100,0.00077414399
1_1 basic,1,1024,100,0.00044035199
1_3 shared memory and atomic,1,1024,100,0.000689152
1_4 reduction multi stage,1,1024,100,0.00048230401
1_1 basic,1,1024,100,0.00060518402
1_3 shared memory and atomic,1,1024,100,0.00063180798
1_4 reduction multi stage,1,1024,100,0.000453632
1_1 basic,1,1024,100,0.00042905599
1_3 shared memory and atomic,1,1024,100,0.001113088
1_4 reduction multi stage,1,1024,100,0.00060518402
1_1 basic,32,1,100,0.00056115198
1_3 shared memory and atomic,32,1,100,0.00042393601
1_4 reduction multi stage,32,1,100,0.00062771201
1_1 basic,32,1,100,0.000431104
1_3 shared memory and atomic,32,1,100,0.00052121598
1_4 reduction multi stage,32,1,100,0.00053350401
1_1 basic,32,1,100,0.00030003199
1_3 shared memory and atomic,32,1,100,0.00069017601
1_4 reduction multi stage,32,1,100,0.00061337602
1_1 basic,32,1,100,0.000379904
1_3 shared memory and atomic,32,1,100,0.000371712
1_4 reduction multi stage,32,1,100,0.00054272002
1_1 basic,32,1,100,0.00039731199
1_3 shared memory and atomic,32,1,100,0.000403456
1_4 reduction multi stage,32,1,100,0.00062463999
1_1 basic,32,1,100,0.0012451839
1_3 shared memory and atomic,32,1,100,0.00053043199
1_4 reduction multi stage,32,1,100,0.00061235201
1_1 basic,32,1,100,0.000449536
1_3 shared memory and atomic,32,1,100,0.00049049601
1_4 reduction multi stage,32,1,100,0.00036147201
1_1 basic,32,1,100,0.00044543999
1_3 shared memory and atomic,32,1,100,0.00041574401
1_4 reduction multi stage,32,1,100,0.00034713599
1_1 basic,32,1,100,0.00036556801
1_3 shared memory and atomic,32,1,100,0.00051712
1_4 reduction multi stage,32,1,100,0.00043622401
1_1 basic,32,1,100,0.00043929601
1_3 shared memory and atomic,32,1,100,0.000477184
1_4 reduction multi stage,32,1,100,0.00064819199
1_1 basic,32,64,100,0.00049660799
1_3 shared memory and atomic,32,64,100,0.00081305599
1_4 reduction multi stage,32,64,100,0.00045158401
1_1 basic,32,64,100,0.00048128
1_3 shared memory and atomic,32,64,100,0.00046489599
1_4 reduction multi stage,32,64,100,0.00040857601
1_1 basic,32,64,100,0.00039731199
1_3 shared memory and atomic,32,64,100,0.00040550399
1_4 reduction multi stage,32,64,100,0.00045158401
1_1 basic,32,64,100,0.000782336
1_3 shared memory and atomic,32,64,100,0.00059391999
1_4 reduction multi stage,32,64,100,0.00039321601
1_1 basic,32,64,100,0.000395264
1_3 shared memory and atomic,32,64,100,0.00049868801
1_4 reduction multi stage,32,64,100,0.001117184
1_1 basic,32,64,100,0.000736256
1_3 shared memory and atomic,32,64,100,0.00051712
1_4 reduction multi stage,32,64,100,0.00041574401
1_1 basic,32,64,100,0.00036966401
1_3 shared memory and atomic,32,64,100,0.00041779199
1_4 reduction multi stage,32,64,100,0.00042188799
1_1 basic,32,64,100,0.00026316801
1_3 shared memory and atomic,32,64,100,0.00038502401
1_4 reduction multi stage,32,64,100,0.00040649599
1_1 basic,32,64,100,0.00040857601
1_3 shared memory and atomic,32,64,100,0.00039606401
1_4 reduction multi stage,32,64,100,0.00049664
1_1 basic,32,64,100,0.00046899199
1_3 shared memory and atomic,32,64,100,0.00033075199
1_4 reduction multi stage,32,64,100,0.00042803201
1_1 basic,32,256,100,0.00052223998
1_3 shared memory and atomic,32,256,100,2.4576001e-05
1_4 reduction multi stage,32,256,100,0.00044441599
1_1 basic,32,256,100,0.00049459201
1_3 shared memory and atomic,32,256,100,0.00038195199
1_4 reduction multi stage,32,256,100,0.000626688
1_1 basic,32,256,100,0.00044031999
1_3 shared memory and atomic,32,256,100,0.00037273601
1_4 reduction multi stage,32,256,100,0.00069324797
1_1 basic,32,256,100,0.000473088
1_3 shared memory and atomic,32,256,100,0.00053350401
1_4 reduction multi stage,32,256,100,0.00031231999
1_1 basic,32,256,100,0.00050483203
1_3 shared memory and atomic,32,256,100,0.0014018559
1_4 reduction multi stage,32,256,100,0.00049868801
1_1 basic,32,256,100,0.00054374403
1_3 shared memory and atomic,32,256,100,0.00044134399
1_4 reduction multi stage,32,256,100,0.00038502401
1_1 basic,32,256,100,0.00046694401
1_3 shared memory and atomic,32,256,100,0.00040550399
1_4 reduction multi stage,32,256,100,0.00057446402
1_1 basic,32,256,100,0.000403456
1_3 shared memory and atomic,32,256,100,0.00041676801
1_4 reduction multi stage,32,256,100,0.00081305599
1_1 basic,32,256,100,0.00046489599
1_3 shared memory and atomic,32,256,100,0.000457728
1_4 reduction multi stage,32,256,100,0.00045977601
1_1 basic,32,256,100,0.001359872
1_3 shared memory and atomic,32,256,100,0.00047820801
1_4 reduction multi stage,32,256,100,0.00052838397
1_1 basic,32,1024,100,0.00065024
1_3 shared memory and atomic,32,1024,100,0.00041984001
1_4 reduction multi stage,32,1024,100,0.00051814401
1_1 basic,32,1024,100,0.00068812799
1_3 shared memory and atomic,32,1024,100,0.00045670399
1_4 reduction multi stage,32,1024,100,0.00041369599
1_1 basic,32,1024,100,0.00055808002
1_3 shared memory and atomic,32,1024,100,0.00069427198
1_4 reduction multi stage,32,1024,100,0.00047513601
1_1 basic,32,1024,100,0.00056217599
1_3 shared memory and atomic,32,1024,100,0.00049971199
1_4 reduction multi stage,32,1024,100,0.00040243199
1_1 basic,32,1024,100,0.00049459201
1_3 shared memory and atomic,32,1024,100,0.00048640001
1_4 reduction multi stage,32,1024,100,0.00048332801
1_1 basic,32,1024,100,0.00049868801
1_3 shared memory and atomic,32,1024,100,0.00050585598
1_4 reduction multi stage,32,1024,100,0.00058060801
1_1 basic,32,1024,100,0.00043008
1_3 shared memory and atomic,32,1024,100,0.00041369599
1_4 reduction multi stage,32,1024,100,0.000316448
1_1 basic,32,1024,100,0.00050585598
1_3 shared memory and atomic,32,1024,100,0.00035532799
1_4 reduction multi stage,32,1024,100,0.00102912
1_1 basic,32,1024,100,0.00046694401
1_3 shared memory and atomic,32,1024,100,0.000564192
1_4 reduction multi stage,32,1024,100,0.00085404801
1_1 basic,32,1024,100,0.00037068799
1_3 shared memory and atomic,32,1024,100,0.00051814401
1_4 reduction multi stage,32,1024,100,0.000336896
1_1 basic,64,1,100,0.00037683201
1_3 shared memory and atomic,64,1,100,0.00046796799
1_4 reduction multi stage,64,1,100,0.00046387199
1_1 basic,64,1,100,0.00071577603
1_3 shared memory and atomic,64,1,100,0.00042803201
1_4 reduction multi stage,64,1,100,0.00051200002
1_1 basic,64,1,100,0.00041472
1_3 shared memory and atomic,64,1,100,0.00051916802
1_4 reduction multi stage,64,1,100,0.000822272
1_1 basic,64,1,100,0.00099327999
1_3 shared memory and atomic,64,1,100,0.00043929601
1_4 reduction multi stage,64,1,100,0.00041574401
1_1 basic,64,1,100,0.000406528
1_3 shared memory and atomic,64,1,100,0.00080281597
1_4 reduction multi stage,64,1,100,0.00073113602
1_1 basic,64,1,100,0.00040550399
1_3 shared memory and atomic,64,1,100,0.000449536
1_4 reduction multi stage,64,1,100,0.00052223998
1_1 basic,64,1,100,0.00045056
1_3 shared memory and atomic,64,1,100,0.00062054402
1_4 reduction multi stage,64,1,100,0.000852992
1_1 basic,64,1,100,0.000417824
1_3 shared memory and atomic,64,1,100,0.00049151999
1_4 reduction multi stage,64,1,100,0.00052019203
1_1 basic,64,1,100,0.000391168
1_3 shared memory and atomic,64,1,100,0.000454656
1_4 reduction multi stage,64,1,100,0.000735232
1_1 basic,64,1,100,0.000379904
1_3 shared memory and atomic,64,1,100,0.00051814401
1_4 reduction multi stage,64,1,100,1.328e-05
1_1 basic,64,64,100,0.00040140799
1_3 shared memory and atomic,64,64,100,0.00058777601
1_4 reduction multi stage,64,64,100,0.00059699202
1_1 basic,64,64,100,0.000804896
1_3 shared memory and atomic,64,64,100,0.00035020801
1_4 reduction multi stage,64,64,100,0.00046694401
1_1 basic,64,64,100,0.00042188799
1_3 shared memory and atomic,64,64,100,0.00043520001
1_4 reduction multi stage,64,64,100,0.00035532799
1_1 basic,64,64,100,0.00046489599
1_3 shared memory and atomic,64,64,100,0.00040140799
1_4 reduction multi stage,64,64,100,0.00049971199
1_1 basic,64,64,100,0.00042086399
1_3 shared memory and atomic,64,64,100,0.000446464
1_4 reduction multi stage,64,64,100,0.000186368
1_1 basic,64,64,100,0.00037068799
1_3 shared memory and atomic,64,64,100,0.00041472
1_4 reduction multi stage,64,64,100,0.00058982402
1_1 basic,64,64,100,0.00057446402
1_3 shared memory and atomic,64,64,100,0.00035839999
1_4 reduction multi stage,64,64,100,0.000248832
1_1 basic,64,64,100,0.00051302397
1_3 shared memory and atomic,64,64,100,0.000516096
1_4 reduction multi stage,64,64,100,0.00040959999
1_1 basic,64,64,100,0.00043212801
1_3 shared memory and atomic,64,64,100,0.000384
1_4 reduction multi stage,64,64,100,0.000548832
1_1 basic,64,64,100,0.00068096
1_3 shared memory and atomic,64,64,100,0.00070758402
1_4 reduction multi stage,64,64,100,0.000539648
1_1 basic,64,256,100,0.00056524801
1_3 shared memory and atomic,64,256,100,0.00054886401
1_4 reduction multi stage,64,256,100,0.00032972801
1_1 basic,64,256,100,0.00038604799
1_3 shared memory and atomic,64,256,100,0.00047923201
1_4 reduction multi stage,64,256,100,0.000586752
1_1 basic,64,256,100,0.00066355199
1_3 shared memory and atomic,64,256,100,0.00046796799
1_4 reduction multi stage,64,256,100,0.00050380802
1_1 basic,64,256,100,0.00031948799
1_3 shared memory and atomic,64,256,100,0.00037273601
1_4 reduction multi stage,64,256,100,0.00050790399
1_1 basic,64,256,100,0.00058163202
1_3 shared memory and atomic,64,256,100,0.00035020801
1_4 reduction multi stage,64,256,100,0.00093695998
1_1 basic,64,256,100,0.000387072
1_3 shared memory and atomic,64,256,100,0.000427008
1_4 reduction multi stage,64,256,100,0.00042188799
1_1 basic,64,256,100,0.00060927999
1_3 shared memory and atomic,64,256,100,0.00043520001
1_4 reduction multi stage,64,256,100,0.00053657597
1_1 basic,64,256,100,0.00034508801
1_3 shared memory and atomic,64,256,100,2.0479999e-05
1_4 reduction multi stage,64,256,100,0.00050687999
1_1 basic,64,256,100,0.000477184
1_3 shared memory and atomic,64,256,100,0.00055808002
1_4 reduction multi stage,64,256,100,0.00061132801
1_1 basic,64,256,100,0.000485376
1_3 shared memory and atomic,64,256,100,0.00050790399
1_4 reduction multi stage,64,256,100,0.00047513601
1_1 basic,64,1024,100,0.00047513601
1_3 shared memory and atomic,64,1024,100,0.00038912001
1_4 reduction multi stage,64,1024,100,0.000442368
1_1 basic,64,1024,100,0.00044031999
1_3 shared memory and atomic,64,1024,100,0.000649216
1_4 reduction multi stage,64,1024,100,0.00059289598
1_1 basic,64,1024,100,0.00050278401
1_3 shared memory and atomic,64,1024,100,0.00056115198
1_4 reduction multi stage,64,1024,100,0.00051404798
1_1 basic,64,1024,100,0.000320512
1_3 shared memory and atomic,64,1024,100,0.00044441599
1_4 reduction multi stage,64,1024,100,0.00076083201
1_1 basic,64,1024,100,0.00099942398
1_3 shared memory and atomic,64,1024,100,0.00049664
1_4 reduction multi stage,64,1024,100,0.00045260799
1_1 basic,64,1024,100,0.00059699202
1_3 shared memory and atomic,64,1024,100,0.00037683201
1_4 reduction multi stage,64,1024,100,0.000379904
1_1 basic,64,1024,100,0.00050687999
1_3 shared memory and atomic,64,1024,100,0.000556032
1_4 reduction multi stage,64,1024,100,0.001074176
1_1 basic,64,1024,100,0.00028774399
1_3 shared memory and atomic,64,1024,100,0.00032256001
1_4 reduction multi stage,64,1024,100,0.000395264
1_1 basic,64,1024,100,0.00037887999
1_3 shared memory and atomic,64,1024,100,0.00039321601
1_4 reduction multi stage,64,1024,100,0.000371712
1_1 basic,64,1024,100,0.00088678402
1_3 shared memory and atomic,64,1024,100,0.000367616
1_4 reduction multi stage,64,1024,100,0.00046387199
1_1 basic,128,1,100,0.00052326399
1_3 shared memory and atomic,128,1,100,0.00045056
1_4 reduction multi stage,128,1,100,0.000375808
1_1 basic,128,1,100,0.000564224
1_3 shared memory and atomic,128,1,100,0.00034918401
1_4 reduction multi stage,128,1,100,0.00083353603
1_1 basic,128,1,100,0.00051916802
1_3 shared memory and atomic,128,1,100,0.00063897598
1_4 reduction multi stage,128,1,100,0.000766976
1_1 basic,128,1,100,0.000384
1_3 shared memory and atomic,128,1,100,0.000539648
1_4 reduction multi stage,128,1,100,0.00044748801
1_1 basic,128,1,100,0.000379904
1_3 shared memory and atomic,128,1,100,0.000431104
1_4 reduction multi stage,128,1,100,0.00075468802
1_1 basic,128,1,100,0.000407552
1_3 shared memory and atomic,128,1,100,0.00039833599
1_4 reduction multi stage,128,1,100,0.00096870399
1_1 basic,128,1,100,0.00051097602
1_3 shared memory and atomic,128,1,100,0.00048230401
1_4 reduction multi stage,128,1,100,0.0011776
1_1 basic,128,1,100,0.00042905599
1_3 shared memory and atomic,128,1,100,0.00041164801
1_4 reduction multi stage,128,1,100,0.000453632
1_1 basic,128,1,100,0.00067686403
1_3 shared memory and atomic,128,1,100,0.00043315199
1_4 reduction multi stage,128,1,100,0.00037478399
1_1 basic,128,1,100,0.00052940798
1_3 shared memory and atomic,128,1,100,0.000489472
1_4 reduction multi stage,128,1,100,0.000403456
1_1 basic,128,64,100,0.00059289598
1_3 shared memory and atomic,128,64,100,0.00044748801
1_4 reduction multi stage,128,64,100,0.000493568
1_1 basic,128,64,100,0.00041267201
1_3 shared memory and atomic,128,64,100,0.00037887999
1_4 reduction multi stage,128,64,100,0.000657408
1_1 basic,128,64,100,0.00042495999
1_3 shared memory and atomic,128,64,100,0.000276512
1_4 reduction multi stage,128,64,100,1.2288e-05
1_1 basic,128,64,100,0.000453632
1_3 shared memory and atomic,128,64,100,0.00038604799
1_4 reduction multi stage,128,64,100,0.000497664
1_1 basic,128,64,100,0.00039731199
1_3 shared memory and atomic,128,64,100,0.000340992
1_4 reduction multi stage,128,64,100,0.000356352
1_1 basic,128,64,100,0.00061132801
1_3 shared memory and atomic,128,64,100,0.00088576001
1_4 reduction multi stage,128,64,100,0.00038195199
1_1 basic,128,64,100,0.00030617601
1_3 shared memory and atomic,128,64,100,0.00039731199
1_4 reduction multi stage,128,64,100,0.00061132801
1_1 basic,128,64,100,0.00042905599
1_3 shared memory and atomic,128,64,100,0.000406528
1_4 reduction multi stage,128,64,100,0.00092672002
1_1 basic,128,64,100,0.00044543999
1_3 shared memory and atomic,128,64,100,0.000425984
1_4 reduction multi stage,128,64,100,0.000470016
1_1 basic,128,64,100,0.00039833599
1_3 shared memory and atomic,128,64,100,0.00075059199
1_4 reduction multi stage,128,64,100,0.00058777601
1_1 basic,128,256,100,1.1264e-05
1_3 shared memory and atomic,128,256,100,0.00049151999
1_4 reduction multi stage,128,256,100,0.00085196799
1_1 basic,128,256,100,0.00036352
1_3 shared memory and atomic,128,256,100,0.00068403202
1_4 reduction multi stage,128,256,100,0.00097987199
1_1 basic,128,256,100,0.00043724799
1_3 shared memory and atomic,128,256,100,0.000321536
1_4 reduction multi stage,128,256,100,0.00045158401
1_1 basic,128,256,100,0.00045158401
1_3 shared memory and atomic,128,256,100,0.000384
1_4 reduction multi stage,128,256,100,0.00042188799
1_1 basic,128,256,100,0.00055808002
1_3 shared memory and atomic,128,256,100,0.00062361598
1_4 reduction multi stage,128,256,100,0.00046387199
1_1 basic,128,256,100,0.00039321601
1_3 shared memory and atomic,128,256,100,0.000410624
1_4 reduction multi stage,128,256,100,0.00057446402
1_1 basic,128,256,100,0.00037785599
1_3 shared memory and atomic,128,256,100,2.0479999e-05
1_4 reduction multi stage,128,256,100,0.00045977601
1_1 basic,128,256,100,0.000556032
1_3 shared memory and atomic,128,256,100,0.00043212801
1_4 reduction multi stage,128,256,100,1.2288e-05
1_1 basic,128,256,100,0.00039731199
1_3 shared memory and atomic,128,256,100,0.00073420799
1_4 reduction multi stage,128,256,100,0.00082636797
1_1 basic,128,256,100,0.00039011201
1_3 shared memory and atomic,128,256,100,0.000556032
1_4 reduction multi stage,128,256,100,0.00072601599
1_1 basic,128,1024,100,0.00077926397
1_3 shared memory and atomic,128,1024,100,0.00040448001
1_4 reduction multi stage,128,1024,100,0.00024166401
1_1 basic,128,1024,100,0.00073728001
1_3 shared memory and atomic,128,1024,100,0.00041472
1_4 reduction multi stage,128,1024,100,0.00030720001
1_1 basic,128,1024,100,0.000356352
1_3 shared memory and atomic,128,1024,100,0.00032972801
1_4 reduction multi stage,128,1024,100,0.001178624
1_1 basic,128,1024,100,0.00057241601
1_3 shared memory and atomic,128,1024,100,0.00039014399
1_4 reduction multi stage,128,1024,100,0.00053452802
1_1 basic,128,1024,100,0.00036352
1_3 shared memory and atomic,128,1024,100,0.00037068799
1_4 reduction multi stage,128,1024,100,0.00054169601
1_1 basic,128,1024,100,0.00054886401
1_3 shared memory and atomic,128,1024,100,0.00068096
1_4 reduction multi stage,128,1024,100,0.00040140799
1_1 basic,128,1024,100,0.00080793601
1_3 shared memory and atomic,128,1024,100,0.00065744001
1_4 reduction multi stage,128,1024,100,0.00064716798
1_1 basic,128,1024,100,0.00059391999
1_3 shared memory and atomic,128,1024,100,0.00030822399
1_4 reduction multi stage,128,1024,100,0.000915456
1_1 basic,128,1024,100,0.00084275198
1_3 shared memory and atomic,128,1024,100,0.00031744
1_4 reduction multi stage,128,1024,100,0.00082022399
1_1 basic,128,1024,100,0.00045260799
1_3 shared memory and atomic,128,1024,100,0.000453632
1_4 reduction multi stage,128,1024,100,0.000485376
1_1 basic,256,1,100,0.000406528
1_3 shared memory and atomic,256,1,100,0.00036864001
1_4 reduction multi stage,256,1,100,0.000492544
1_1 basic,256,1,100,0.00041676801
1_3 shared memory and atomic,256,1,100,0.00056115198
1_4 reduction multi stage,256,1,100,0.000625664
1_1 basic,256,1,100,0.00067068797
1_3 shared memory and atomic,256,1,100,0.000382976
1_4 reduction multi stage,256,1,100,0.00086630398
1_1 basic,256,1,100,0.00013616
1_3 shared memory and atomic,256,1,100,0.00046489599
1_4 reduction multi stage,256,1,100,0.00091750401
1_1 basic,256,1,100,0.00036556801
1_3 shared memory and atomic,256,1,100,0.00047206399
1_4 reduction multi stage,256,1,100,0.00036966401
1_1 basic,256,1,100,0.00047206399
1_3 shared memory and atomic,256,1,100,0.000497664
1_4 reduction multi stage,256,1,100,0.00062156802
1_1 basic,256,1,100,0.00041984001
1_3 shared memory and atomic,256,1,100,0.00053555202
1_4 reduction multi stage,256,1,100,0.00048640001
1_1 basic,256,1,100,0.000141312
1_3 shared memory and atomic,256,1,100,0.00052121598
1_4 reduction multi stage,256,1,100,1.3312e-05
1_1 basic,256,1,100,0.00049868801
1_3 shared memory and atomic,256,1,100,0.00034713599
1_4 reduction multi stage,256,1,100,0.00053759998
1_1 basic,256,1,100,0.00053862399
1_3 shared memory and atomic,256,1,100,0.00033177599
1_4 reduction multi stage,256,1,100,0.00035020801
1_1 basic,256,64,100,0.000384
1_3 shared memory and atomic,256,64,100,0.00060825598
1_4 reduction multi stage,256,64,100,0.00037273601
1_1 basic,256,64,100,0.000497664
1_3 shared memory and atomic,256,64,100,0.00043008
1_4 reduction multi stage,256,64,100,0.000262144
1_1 basic,256,64,100,0.00036556801
1_3 shared memory and atomic,256,64,100,0.000395264
1_4 reduction multi stage,256,64,100,0.00042803201
1_1 basic,256,64,100,0.00042188799
1_3 shared memory and atomic,256,64,100,5.8368001e-05
1_4 reduction multi stage,256,64,100,0.00044339201
1_1 basic,256,64,100,0.000477184
1_3 shared memory and atomic,256,64,100,0.00091340798
1_4 reduction multi stage,256,64,100,0.000451552
1_1 basic,256,64,100,0.00056831998
1_3 shared memory and atomic,256,64,100,0.000446464
1_4 reduction multi stage,256,64,100,0.00041574401
1_1 basic,256,64,100,0.00037478399
1_3 shared memory and atomic,256,64,100,0.00039014399
1_4 reduction multi stage,256,64,100,0.000477184
1_1 basic,256,64,100,0.00046079999
1_3 shared memory and atomic,256,64,100,0.00059801602
1_4 reduction multi stage,256,64,100,0.02906624
1_1 basic,256,64,100,0.00045260799
1_3 shared memory and atomic,256,64,100,0.00043929601
1_4 reduction multi stage,256,64,100,0.00044339201
1_1 basic,256,64,100,1.2288e-05
1_3 shared memory and atomic,256,64,100,0.00047615999
1_4 reduction multi stage,256,64,100,0.00055910403
1_1 basic,256,256,100,0.00053350401
1_3 shared memory and atomic,256,256,100,0.00039628801
1_4 reduction multi stage,256,256,100,0.00049151999
1_1 basic,256,256,100,0.00035328001
1_3 shared memory and atomic,256,256,100,0.00035839999
1_4 reduction multi stage,256,256,100,0.000442368
1_1 basic,256,256,100,0.00041779199
1_3 shared memory and atomic,256,256,100,0.000540672
1_4 reduction multi stage,256,256,100,0.00052326399
1_1 basic,256,256,100,0.00032358399
1_3 shared memory and atomic,256,256,100,0.00068505597
1_4 reduction multi stage,256,256,100,0.00051814401
1_1 basic,256,256,100,0.00037683201
1_3 shared memory and atomic,256,256,100,0.00056217599
1_4 reduction multi stage,256,256,100,0.00053145599
1_1 basic,256,256,100,0.00045670399
1_3 shared memory and atomic,256,256,100,0.00040140799
1_4 reduction multi stage,256,256,100,0.000751616
1_1 basic,256,256,100,0.00042803201
1_3 shared memory and atomic,256,256,100,0.00038604799
1_4 reduction multi stage,256,256,100,0.000405536
1_1 basic,256,256,100,0.000375808
1_3 shared memory and atomic,256,256,100,0.00041779199
1_4 reduction multi stage,256,256,100,0.00042495999
1_1 basic,256,256,100,0.00039219201
1_3 shared memory and atomic,256,256,100,0.00042803201
1_4 reduction multi stage,256,256,100,0.00031129599
1_1 basic,256,256,100,0.000457728
1_3 shared memory and atomic,256,256,100,0.00039731199
1_4 reduction multi stage,256,256,100,0.00036864001
1_1 basic,256,1024,100,0.000485376
1_3 shared memory and atomic,256,1024,100,0.000359424
1_4 reduction multi stage,256,1024,100,0.00044748801
1_1 basic,256,1024,100,0.000316416
1_3 shared memory and atomic,256,1024,100,0.001272832
1_4 reduction multi stage,256,1024,100,0.00042905599
1_1 basic,256,1024,100,0.000382976
1_3 shared memory and atomic,256,1024,100,0.00043520001
1_4 reduction multi stage,256,1024,100,0.00050687999
1_1 basic,256,1024,100,0.000442368
1_3 shared memory and atomic,256,1024,100,0.00035839999
1_4 reduction multi stage,256,1024,100,0.00095846403
1_1 basic,256,1024,100,0.00037683201
1_3 shared memory and atomic,256,1024,100,0.00050483203
1_4 reduction multi stage,256,1024,100,0.00048640001
1_1 basic,256,1024,100,0.00078131199
1_3 shared memory and atomic,256,1024,100,0.000579584
1_4 reduction multi stage,256,1024,100,0.000564224
1_1 basic,256,1024,100,0.00054169601
1_3 shared memory and atomic,256,1024,100,0.000379904
1_4 reduction multi stage,256,1024,100,0.00039014399
