version,nb_thread_per_block,N,M,repeat,runtime
2_1 sequential,1,4,2,100,9e-06
2_2 1_block_1_line,1,4,2,100,0.515202
2_3 multiple_threads_and_atomic,1,4,2,100,0.526306
2_4 shared_memory,1,4,2,100,1.105093
2_1 sequential,1,4,2,100,3e-06
2_2 1_block_1_line,1,4,2,100,0.489331
2_3 multiple_threads_and_atomic,1,4,2,100,0.485763
2_4 shared_memory,1,4,2,100,0.503632
2_1 sequential,1,4,2,100,5e-06
2_2 1_block_1_line,1,4,2,100,0.48378
2_3 multiple_threads_and_atomic,1,4,2,100,0.50555
2_4 shared_memory,1,4,2,100,0.471082
2_1 sequential,1,4,2,100,6e-06
2_2 1_block_1_line,1,4,2,100,0.479687
2_3 multiple_threads_and_atomic,1,4,2,100,0.472757
2_4 shared_memory,1,4,2,100,0.475263
2_1 sequential,1,4,2,100,4e-06
2_2 1_block_1_line,1,4,2,100,0.553654
2_3 multiple_threads_and_atomic,1,4,2,100,0.504096
2_4 shared_memory,1,4,2,100,0.478743
2_1 sequential,1,4,2,100,5e-06
2_2 1_block_1_line,1,4,2,100,0.476025
2_3 multiple_threads_and_atomic,1,4,2,100,0.487232
2_4 shared_memory,1,4,2,100,0.541833
2_1 sequential,1,4,2,100,3e-06
2_2 1_block_1_line,1,4,2,100,0.530789
2_3 multiple_threads_and_atomic,1,4,2,100,0.49544
2_4 shared_memory,1,4,2,100,0.486503
2_1 sequential,1,4,2,100,3e-06
2_2 1_block_1_line,1,4,2,100,0.508844
2_3 multiple_threads_and_atomic,1,4,2,100,0.473065
2_4 shared_memory,1,4,2,100,0.470862
2_1 sequential,1,4,2,100,5e-06
2_2 1_block_1_line,1,4,2,100,0.474974
2_3 multiple_threads_and_atomic,1,4,2,100,0.494069
2_4 shared_memory,1,4,2,100,0.456393
2_1 sequential,1,4,2,100,3e-06
2_2 1_block_1_line,1,4,2,100,0.472812
2_3 multiple_threads_and_atomic,1,4,2,100,0.445695
2_4 shared_memory,1,4,2,100,0.482412
2_1 sequential,32,4,2,100,6e-06
2_2 1_block_1_line,1,4,2,100,0.677509
2_3 multiple_threads_and_atomic,32,4,2,100,0.706561
2_4 shared_memory,32,4,2,100,0.51873
2_1 sequential,32,4,2,100,6e-06
2_2 1_block_1_line,1,4,2,100,0.753741
2_3 multiple_threads_and_atomic,32,4,2,100,0.60938
2_4 shared_memory,32,4,2,100,0.438796
2_1 sequential,32,4,2,100,3e-06
2_2 1_block_1_line,1,4,2,100,0.439426
2_3 multiple_threads_and_atomic,32,4,2,100,0.451831
2_4 shared_memory,32,4,2,100,0.459373
2_1 sequential,32,4,2,100,5e-06
2_2 1_block_1_line,1,4,2,100,0.446665
2_3 multiple_threads_and_atomic,32,4,2,100,0.475775
2_4 shared_memory,32,4,2,100,0.493552
2_1 sequential,32,4,2,100,6e-06
2_2 1_block_1_line,1,4,2,100,0.468653
2_3 multiple_threads_and_atomic,32,4,2,100,0.46473
2_4 shared_memory,32,4,2,100,0.451596
2_1 sequential,32,4,2,100,3e-06
2_2 1_block_1_line,1,4,2,100,0.410275
2_3 multiple_threads_and_atomic,32,4,2,100,0.48051
2_4 shared_memory,32,4,2,100,0.403476
2_1 sequential,32,4,2,100,5e-06
2_2 1_block_1_line,1,4,2,100,0.426358
2_3 multiple_threads_and_atomic,32,4,2,100,0.409448
2_4 shared_memory,32,4,2,100,0.4176
2_1 sequential,32,4,2,100,6e-06
2_2 1_block_1_line,1,4,2,100,0.407803
2_3 multiple_threads_and_atomic,32,4,2,100,0.438477
2_4 shared_memory,32,4,2,100,0.436682
2_1 sequential,32,4,2,100,4e-06
2_2 1_block_1_line,1,4,2,100,0.417235
2_3 multiple_threads_and_atomic,32,4,2,100,0.423218
2_4 shared_memory,32,4,2,100,0.420648
2_1 sequential,32,4,2,100,3e-06
2_2 1_block_1_line,1,4,2,100,0.457336
2_3 multiple_threads_and_atomic,32,4,2,100,0.414631
2_4 shared_memory,32,4,2,100,0.439498
2_1 sequential,64,4,2,100,5e-06
2_2 1_block_1_line,1,4,2,100,0.448334
2_3 multiple_threads_and_atomic,64,4,2,100,0.445421
2_4 shared_memory,64,4,2,100,0.426643
2_1 sequential,64,4,2,100,3e-06
2_2 1_block_1_line,1,4,2,100,0.429815
2_3 multiple_threads_and_atomic,64,4,2,100,0.422128
2_4 shared_memory,64,4,2,100,0.423791
2_1 sequential,64,4,2,100,5e-06
2_2 1_block_1_line,1,4,2,100,0.435748
2_3 multiple_threads_and_atomic,64,4,2,100,0.451644
2_4 shared_memory,64,4,2,100,0.432561
2_1 sequential,64,4,2,100,6e-06
2_2 1_block_1_line,1,4,2,100,0.427444
2_3 multiple_threads_and_atomic,64,4,2,100,0.46695
2_4 shared_memory,64,4,2,100,0.436948
2_1 sequential,64,4,2,100,5e-06
2_2 1_block_1_line,1,4,2,100,0.448466
2_3 multiple_threads_and_atomic,64,4,2,100,0.495494
2_4 shared_memory,64,4,2,100,0.501968
2_1 sequential,64,4,2,100,4e-06
2_2 1_block_1_line,1,4,2,100,0.437819
2_3 multiple_threads_and_atomic,64,4,2,100,0.4394
2_4 shared_memory,64,4,2,100,0.418181
2_1 sequential,64,4,2,100,5e-06
2_2 1_block_1_line,1,4,2,100,0.460104
2_3 multiple_threads_and_atomic,64,4,2,100,0.469227
2_4 shared_memory,64,4,2,100,0.432988
2_1 sequential,64,4,2,100,3e-06
2_2 1_block_1_line,1,4,2,100,0.485085
2_3 multiple_threads_and_atomic,64,4,2,100,0.478885
2_4 shared_memory,64,4,2,100,0.48211
2_1 sequential,64,4,2,100,5e-06
2_2 1_block_1_line,1,4,2,100,0.474106
2_3 multiple_threads_and_atomic,64,4,2,100,0.525565
2_4 shared_memory,64,4,2,100,0.438102
2_1 sequential,64,4,2,100,3e-06
2_2 1_block_1_line,1,4,2,100,0.43792
2_3 multiple_threads_and_atomic,64,4,2,100,0.463039
2_4 shared_memory,64,4,2,100,0.494644
2_1 sequential,128,4,2,100,3e-06
2_2 1_block_1_line,1,4,2,100,0.465769
2_3 multiple_threads_and_atomic,128,4,2,100,0.470202
2_4 shared_memory,128,4,2,100,0.478261
2_1 sequential,128,4,2,100,4e-06
2_2 1_block_1_line,1,4,2,100,0.431703
2_3 multiple_threads_and_atomic,128,4,2,100,0.481354
2_4 shared_memory,128,4,2,100,0.460965
2_1 sequential,128,4,2,100,4e-06
2_2 1_block_1_line,1,4,2,100,0.467203
2_3 multiple_threads_and_atomic,128,4,2,100,0.466514
2_4 shared_memory,128,4,2,100,0.428595
2_1 sequential,128,4,2,100,4e-06
2_2 1_block_1_line,1,4,2,100,0.44329
2_3 multiple_threads_and_atomic,128,4,2,100,0.455836
2_4 shared_memory,128,4,2,100,0.449657
2_1 sequential,128,4,2,100,5e-06
2_2 1_block_1_line,1,4,2,100,0.446414
2_3 multiple_threads_and_atomic,128,4,2,100,0.443247
2_4 shared_memory,128,4,2,100,0.436748
2_1 sequential,128,4,2,100,3e-06
2_2 1_block_1_line,1,4,2,100,0.474164
2_3 multiple_threads_and_atomic,128,4,2,100,0.435168
2_4 shared_memory,128,4,2,100,0.456237
2_1 sequential,128,4,2,100,4e-06
2_2 1_block_1_line,1,4,2,100,0.435715
2_3 multiple_threads_and_atomic,128,4,2,100,0.48567
2_4 shared_memory,128,4,2,100,0.431691
2_1 sequential,128,4,2,100,6e-06
2_2 1_block_1_line,1,4,2,100,0.460615
2_3 multiple_threads_and_atomic,128,4,2,100,0.469535
2_4 shared_memory,128,4,2,100,0.503332
2_1 sequential,128,4,2,100,3e-06
2_2 1_block_1_line,1,4,2,100,0.465542
2_3 multiple_threads_and_atomic,128,4,2,100,0.464311
2_4 shared_memory,128,4,2,100,0.501395
2_1 sequential,128,4,2,100,4e-06
2_2 1_block_1_line,1,4,2,100,0.421717
2_3 multiple_threads_and_atomic,128,4,2,100,0.454679
2_4 shared_memory,128,4,2,100,0.442888
2_1 sequential,256,4,2,100,5e-06
2_2 1_block_1_line,1,4,2,100,0.44797
2_3 multiple_threads_and_atomic,256,4,2,100,0.442765
2_4 shared_memory,256,4,2,100,0.474591
2_1 sequential,256,4,2,100,3e-06
2_2 1_block_1_line,1,4,2,100,0.450542
2_3 multiple_threads_and_atomic,256,4,2,100,0.455484
2_4 shared_memory,256,4,2,100,0.491424
2_1 sequential,256,4,2,100,3e-06
2_2 1_block_1_line,1,4,2,100,0.488595
2_3 multiple_threads_and_atomic,256,4,2,100,0.460445
2_4 shared_memory,256,4,2,100,0.454653
2_1 sequential,256,4,2,100,3e-06
2_2 1_block_1_line,1,4,2,100,0.432503
2_3 multiple_threads_and_atomic,256,4,2,100,0.429723
2_4 shared_memory,256,4,2,100,0.43637
2_1 sequential,256,4,2,100,4e-06
2_2 1_block_1_line,1,4,2,100,0.402134
2_3 multiple_threads_and_atomic,256,4,2,100,0.510461
2_4 shared_memory,256,4,2,100,0.454028
2_1 sequential,256,4,2,100,5e-06
2_2 1_block_1_line,1,4,2,100,0.451781
2_3 multiple_threads_and_atomic,256,4,2,100,0.438289
2_4 shared_memory,256,4,2,100,0.428437
2_1 sequential,256,4,2,100,3e-06
2_2 1_block_1_line,1,4,2,100,0.436625
2_3 multiple_threads_and_atomic,256,4,2,100,0.432121
2_4 shared_memory,256,4,2,100,0.428244
2_1 sequential,256,4,2,100,5e-06
2_2 1_block_1_line,1,4,2,100,0.429939
2_3 multiple_threads_and_atomic,256,4,2,100,0.411015
2_4 shared_memory,256,4,2,100,0.439855
2_1 sequential,256,4,2,100,3e-06
2_2 1_block_1_line,1,4,2,100,0.464942
2_3 multiple_threads_and_atomic,256,4,2,100,0.517368
2_4 shared_memory,256,4,2,100,0.431377
2_1 sequential,256,4,2,100,1e-05
2_2 1_block_1_line,1,4,2,100,0.476796
2_3 multiple_threads_and_atomic,256,4,2,100,0.414919
2_4 shared_memory,256,4,2,100,0.447439
2_1 sequential,1,16,8,100,1.3e-05
2_2 1_block_1_line,1,16,8,100,0.529965
2_3 multiple_threads_and_atomic,1,16,8,100,0.456332
2_4 shared_memory,1,16,8,100,0.526607
2_1 sequential,1,16,8,100,1e-05
2_2 1_block_1_line,1,16,8,100,0.425759
2_3 multiple_threads_and_atomic,1,16,8,100,0.446125
2_4 shared_memory,1,16,8,100,0.415657
2_1 sequential,1,16,8,100,9e-06
2_2 1_block_1_line,1,16,8,100,0.405435
2_3 multiple_threads_and_atomic,1,16,8,100,0.454401
2_4 shared_memory,1,16,8,100,0.437858
2_1 sequential,1,16,8,100,1.1e-05
2_2 1_block_1_line,1,16,8,100,0.446857
2_3 multiple_threads_and_atomic,1,16,8,100,0.435533
2_4 shared_memory,1,16,8,100,0.43526
2_1 sequential,1,16,8,100,1e-05
2_2 1_block_1_line,1,16,8,100,0.441376
2_3 multiple_threads_and_atomic,1,16,8,100,0.410101
2_4 shared_memory,1,16,8,100,0.427863
2_1 sequential,1,16,8,100,9e-06
2_2 1_block_1_line,1,16,8,100,0.428125
2_3 multiple_threads_and_atomic,1,16,8,100,0.458146
2_4 shared_memory,1,16,8,100,0.433949
2_1 sequential,1,16,8,100,9e-06
2_2 1_block_1_line,1,16,8,100,0.408012
2_3 multiple_threads_and_atomic,1,16,8,100,0.438773
2_4 shared_memory,1,16,8,100,0.445982
2_1 sequential,1,16,8,100,1e-05
2_2 1_block_1_line,1,16,8,100,0.441615
2_3 multiple_threads_and_atomic,1,16,8,100,0.455888
2_4 shared_memory,1,16,8,100,0.455546
2_1 sequential,1,16,8,100,1e-05
2_2 1_block_1_line,1,16,8,100,0.432355
2_3 multiple_threads_and_atomic,1,16,8,100,0.449272
2_4 shared_memory,1,16,8,100,0.446408
2_1 sequential,1,16,8,100,1.1e-05
2_2 1_block_1_line,1,16,8,100,0.427576
2_3 multiple_threads_and_atomic,1,16,8,100,0.469598
2_4 shared_memory,1,16,8,100,0.445444
2_1 sequential,32,16,8,100,9e-06
2_2 1_block_1_line,1,16,8,100,0.454919
2_3 multiple_threads_and_atomic,32,16,8,100,0.45144
2_4 shared_memory,32,16,8,100,0.43889
2_1 sequential,32,16,8,100,1e-05
2_2 1_block_1_line,1,16,8,100,0.448663
2_3 multiple_threads_and_atomic,32,16,8,100,0.430053
2_4 shared_memory,32,16,8,100,0.427308
2_1 sequential,32,16,8,100,9e-06
2_2 1_block_1_line,1,16,8,100,0.424771
2_3 multiple_threads_and_atomic,32,16,8,100,0.445919
2_4 shared_memory,32,16,8,100,0.434773
2_1 sequential,32,16,8,100,1.2e-05
2_2 1_block_1_line,1,16,8,100,0.439519
2_3 multiple_threads_and_atomic,32,16,8,100,0.437962
2_4 shared_memory,32,16,8,100,0.457623
2_1 sequential,32,16,8,100,1.3e-05
2_2 1_block_1_line,1,16,8,100,0.434195
2_3 multiple_threads_and_atomic,32,16,8,100,0.444047
2_4 shared_memory,32,16,8,100,0.442613
2_1 sequential,32,16,8,100,1e-05
2_2 1_block_1_line,1,16,8,100,0.444875
2_3 multiple_threads_and_atomic,32,16,8,100,0.435627
2_4 shared_memory,32,16,8,100,0.430568
2_1 sequential,32,16,8,100,9e-06
2_2 1_block_1_line,1,16,8,100,0.451061
2_3 multiple_threads_and_atomic,32,16,8,100,0.453141
2_4 shared_memory,32,16,8,100,0.469293
2_1 sequential,32,16,8,100,1.2e-05
2_2 1_block_1_line,1,16,8,100,0.454549
2_3 multiple_threads_and_atomic,32,16,8,100,0.428317
2_4 shared_memory,32,16,8,100,0.445296
2_1 sequential,32,16,8,100,1.1e-05
2_2 1_block_1_line,1,16,8,100,0.442777
2_3 multiple_threads_and_atomic,32,16,8,100,0.441678
2_4 shared_memory,32,16,8,100,0.439365
2_1 sequential,32,16,8,100,9e-06
2_2 1_block_1_line,1,16,8,100,0.4465
2_3 multiple_threads_and_atomic,32,16,8,100,0.452148
2_4 shared_memory,32,16,8,100,0.43713
2_1 sequential,64,16,8,100,9e-06
2_2 1_block_1_line,1,16,8,100,0.452133
2_3 multiple_threads_and_atomic,64,16,8,100,0.468408
2_4 shared_memory,64,16,8,100,0.438109
2_1 sequential,64,16,8,100,9e-06
2_2 1_block_1_line,1,16,8,100,0.462668
2_3 multiple_threads_and_atomic,64,16,8,100,0.45088
2_4 shared_memory,64,16,8,100,0.46371
2_1 sequential,64,16,8,100,1.1e-05
2_2 1_block_1_line,1,16,8,100,0.417477
2_3 multiple_threads_and_atomic,64,16,8,100,0.483288
2_4 shared_memory,64,16,8,100,0.46242
2_1 sequential,64,16,8,100,9e-06
2_2 1_block_1_line,1,16,8,100,0.466123
2_3 multiple_threads_and_atomic,64,16,8,100,0.478142
2_4 shared_memory,64,16,8,100,0.510575
2_1 sequential,64,16,8,100,1.1e-05
2_2 1_block_1_line,1,16,8,100,0.465902
2_3 multiple_threads_and_atomic,64,16,8,100,0.423639
2_4 shared_memory,64,16,8,100,0.467663
2_1 sequential,64,16,8,100,1.3e-05
2_2 1_block_1_line,1,16,8,100,0.45075
2_3 multiple_threads_and_atomic,64,16,8,100,0.477568
2_4 shared_memory,64,16,8,100,0.458798
2_1 sequential,64,16,8,100,9e-06
2_2 1_block_1_line,1,16,8,100,0.438402
2_3 multiple_threads_and_atomic,64,16,8,100,0.47062
2_4 shared_memory,64,16,8,100,0.423071
2_1 sequential,64,16,8,100,1.5e-05
2_2 1_block_1_line,1,16,8,100,0.455906
2_3 multiple_threads_and_atomic,64,16,8,100,0.45752
2_4 shared_memory,64,16,8,100,0.441798
2_1 sequential,64,16,8,100,1.2e-05
2_2 1_block_1_line,1,16,8,100,0.430891
2_3 multiple_threads_and_atomic,64,16,8,100,0.444193
2_4 shared_memory,64,16,8,100,0.45608
2_1 sequential,64,16,8,100,9e-06
2_2 1_block_1_line,1,16,8,100,0.448312
2_3 multiple_threads_and_atomic,64,16,8,100,0.440903
2_4 shared_memory,64,16,8,100,0.422659
2_1 sequential,128,16,8,100,9e-06
2_2 1_block_1_line,1,16,8,100,0.502866
2_3 multiple_threads_and_atomic,128,16,8,100,0.596816
2_4 shared_memory,128,16,8,100,0.596678
2_1 sequential,128,16,8,100,1.1e-05
2_2 1_block_1_line,1,16,8,100,0.461196
2_3 multiple_threads_and_atomic,128,16,8,100,0.532311
2_4 shared_memory,128,16,8,100,0.448607
2_1 sequential,128,16,8,100,1.1e-05
2_2 1_block_1_line,1,16,8,100,0.456843
2_3 multiple_threads_and_atomic,128,16,8,100,0.449917
2_4 shared_memory,128,16,8,100,0.436826
2_1 sequential,128,16,8,100,1.2e-05
2_2 1_block_1_line,1,16,8,100,0.431746
2_3 multiple_threads_and_atomic,128,16,8,100,0.500523
2_4 shared_memory,128,16,8,100,0.446487
2_1 sequential,128,16,8,100,1.2e-05
2_2 1_block_1_line,1,16,8,100,0.485703
2_3 multiple_threads_and_atomic,128,16,8,100,0.444927
2_4 shared_memory,128,16,8,100,0.695843
2_1 sequential,128,16,8,100,3.2e-05
2_2 1_block_1_line,1,16,8,100,0.661289
2_3 multiple_threads_and_atomic,128,16,8,100,0.628791
2_4 shared_memory,128,16,8,100,0.473341
2_1 sequential,128,16,8,100,1e-05
2_2 1_block_1_line,1,16,8,100,0.460199
2_3 multiple_threads_and_atomic,128,16,8,100,0.465424
2_4 shared_memory,128,16,8,100,0.485021
2_1 sequential,128,16,8,100,1.2e-05
2_2 1_block_1_line,1,16,8,100,0.487726
2_3 multiple_threads_and_atomic,128,16,8,100,0.428458
2_4 shared_memory,128,16,8,100,0.486501
2_1 sequential,128,16,8,100,1.2e-05
2_2 1_block_1_line,1,16,8,100,0.483883
2_3 multiple_threads_and_atomic,128,16,8,100,0.610649
2_4 shared_memory,128,16,8,100,0.629596
2_1 sequential,128,16,8,100,1e-05
2_2 1_block_1_line,1,16,8,100,0.510565
2_3 multiple_threads_and_atomic,128,16,8,100,0.506649
2_4 shared_memory,128,16,8,100,0.521535
2_1 sequential,256,16,8,100,1.2e-05
2_2 1_block_1_line,1,16,8,100,0.591555
2_3 multiple_threads_and_atomic,256,16,8,100,0.586426
2_4 shared_memory,256,16,8,100,0.423341
2_1 sequential,256,16,8,100,1.1e-05
2_2 1_block_1_line,1,16,8,100,0.422651
2_3 multiple_threads_and_atomic,256,16,8,100,0.439843
2_4 shared_memory,256,16,8,100,0.431456
2_1 sequential,256,16,8,100,1.7e-05
2_2 1_block_1_line,1,16,8,100,0.478683
2_3 multiple_threads_and_atomic,256,16,8,100,0.460789
2_4 shared_memory,256,16,8,100,0.45558
2_1 sequential,256,16,8,100,1.3e-05
2_2 1_block_1_line,1,16,8,100,0.417394
2_3 multiple_threads_and_atomic,256,16,8,100,0.448641
2_4 shared_memory,256,16,8,100,0.459209
2_1 sequential,256,16,8,100,1.1e-05
2_2 1_block_1_line,1,16,8,100,0.523173
2_3 multiple_threads_and_atomic,256,16,8,100,0.462937
2_4 shared_memory,256,16,8,100,0.456325
2_1 sequential,256,16,8,100,9e-06
2_2 1_block_1_line,1,16,8,100,0.44927
2_3 multiple_threads_and_atomic,256,16,8,100,0.456643
2_4 shared_memory,256,16,8,100,0.440692
2_1 sequential,256,16,8,100,1.1e-05
2_2 1_block_1_line,1,16,8,100,0.455197
2_3 multiple_threads_and_atomic,256,16,8,100,0.454432
2_4 shared_memory,256,16,8,100,0.442688
2_1 sequential,256,16,8,100,1e-05
2_2 1_block_1_line,1,16,8,100,0.438784
2_3 multiple_threads_and_atomic,256,16,8,100,0.47314
2_4 shared_memory,256,16,8,100,0.456414
